CustomerID,Sex,MaritalStatus,Age,DriverRating
225,Male,Married,57,1
226,Male,Married,29,2
227,Male,Married,26,2
228,Female,Single,30,1
229,Male,Married,41,2
230,Male,Married,65,4
231,Male,Married,33,1
232,Male,Married,44,2
233,Male,Married,26,2
234,Male,Married,32,2
235,Male,Married,29,3
236,Male,Married,26,4
237,Female,Single,37,4
238,Male,Married,33,1
239,Male,Married,54,2
240,Male,Single,26,4
241,Male,Single,32,4
242,Female,Single,25,3
243,Female,Single,23,3
244,Male,Single,0,1
245,Male,Single,31,1
246,Male,Single,0,4
247,Male,Married,42,4
248,Male,Married,42,2
249,Male,Single,32,2
250,Male,Married,51,2
251,Male,Single,19,4
252,Male,Married,26,1
253,Male,Single,29,2
254,Male,Married,29,2
255,Male,Married,29,2
256,Male,Single,44,2
257,Male,Married,49,3
258,Female,Married,47,1
259,Male,Married,50,3
260,Male,Married,50,2
261,Male,Married,44,2
262,Male,Married,42,4
263,Male,Married,49,1
264,Male,Married,34,4
265,Female,Married,51,2
266,Male,Married,26,2
267,Male,Married,39,3
268,Female,Married,30,2
269,Male,Single,0,3
270,Male,Married,47,3
271,Female,Married,33,3
272,Male,Single,31,4
273,Male,Married,50,4
274,Male,Married,78,1
275,Male,Married,41,3
276,Male,Single,39,4
277,Male,Married,33,2
278,Male,Single,0,2
279,Female,Married,48,4
280,Male,Single,0,4
281,Male,Single,0,4
282,Male,Married,30,2
283,Male,Single,0,2
284,Male,Married,38,2
285,Male,Married,28,3
286,Male,Married,33,4
287,Female,Single,38,1
288,Male,Single,0,4
289,Male,Married,31,4
290,Male,Married,36,2
291,Male,Married,27,4
292,Female,Married,60,1
293,Male,Married,72,2
294,Male,Married,44,2
295,Male,Single,0,1
296,Female,Single,77,1
297,Male,Single,40,1
298,Male,Single,43,4
299,Male,Married,33,4
300,Male,Married,36,3
301,Male,Single,21,3
302,Female,Single,21,2
303,Male,Single,33,1
304,Male,Married,75,2
305,Male,Single,34,1
306,Male,Single,31,2
307,Male,Married,31,4
308,Male,Married,47,4
309,Male,Married,46,1
310,Male,Single,0,3
311,Male,Married,35,1
312,Male,Married,31,4
313,Female,Single,33,2
314,Male,Single,35,3
315,Female,Married,45,2
316,Male,Single,0,1
317,Male,Single,50,3
318,Male,Single,0,4
319,Male,Married,42,1
320,Female,Single,32,1
321,Male,Married,49,4
322,Male,Married,53,1
323,Male,Married,32,3
324,Male,Married,52,2
325,Male,Married,41,2
326,Female,Single,36,2
327,Female,Married,46,2
328,Male,Married,32,3
329,Male,Married,32,1
330,Male,Married,31,3
331,Male,Married,43,2
332,Female,Married,30,1
333,Male,Married,60,4
334,Male,Single,55,3
335,Male,Married,27,4
336,Female,Married,29,2
337,Male,Single,25,1
338,Male,Married,38,2
339,Male,Married,26,4
340,Male,Married,56,4
341,Male,Married,47,2
342,Male,Married,29,3
343,Male,Single,31,1
344,Male,Married,46,1
345,Male,Married,60,2
346,Male,Single,30,3
347,Male,Married,51,2
348,Male,Married,80,3
349,Male,Single,0,2
350,Male,Married,52,1
351,Male,Married,36,1
352,Male,Married,67,2
353,Female,Single,58,2
354,Female,Single,31,4
355,Male,Married,50,2
356,Male,Married,50,4
357,Female,Married,55,3
358,Male,Married,36,4
359,Male,Single,31,4
360,Male,Single,23,3
361,Male,Married,34,3
362,Male,Married,30,4
363,Female,Married,45,3
364,Male,Married,37,3
365,Female,Married,35,3
366,Male,Married,30,1
367,Male,Married,50,2
368,Male,Married,47,1
369,Female,Single,26,3
370,Male,Married,59,1
371,Male,Married,26,2
372,Male,Married,51,2
373,Male,Married,42,2
374,Male,Married,37,4
375,Male,Single,31,4
376,Female,Single,31,3
377,Male,Single,35,4
378,Female,Single,28,4
379,Male,Married,26,3
380,Male,Married,31,3
381,Male,Married,61,2
382,Female,Single,35,4
383,Female,Single,31,1
384,Male,Married,69,1
385,Male,Married,40,4
386,Male,Single,28,3
387,Male,Married,44,2
388,Male,Married,77,3
389,Male,Single,0,3
390,Male,Single,29,2
391,Male,Married,53,2
392,Male,Single,29,3
393,Male,Single,25,4
394,Male,Single,22,2
395,Male,Single,28,3
396,Male,Single,22,1
397,Male,Married,34,4
398,Male,Married,30,1
399,Male,Married,59,3
400,Male,Married,46,4
401,Female,Married,39,4
402,Male,Single,34,2
403,Male,Married,52,4
404,Male,Married,47,3
405,Female,Single,26,2
406,Male,Married,54,4
407,Male,Married,32,3
408,Male,Married,28,2
409,Female,Married,29,2
410,Male,Married,27,1
411,Male,Single,36,1
412,Male,Married,49,2
413,Female,Married,33,4
414,Male,Married,60,1
415,Male,Married,34,2
416,Male,Married,32,1
417,Male,Single,45,3
418,Male,Married,46,4
419,Male,Single,38,4
420,Female,Single,33,4
421,Female,Married,44,3
422,Male,Married,80,4
423,Male,Married,44,2
424,Male,Married,33,2
425,Male,Single,29,3
426,Male,Married,47,2
427,Male,Married,51,3
428,Male,Married,43,2
429,Female,Single,29,1
430,Male,Single,28,4
431,Male,Married,48,1
432,Male,Married,41,3
433,Male,Married,28,2
434,Male,Married,50,2
435,Male,Single,0,2
436,Male,Married,46,2
437,Male,Married,45,4
438,Male,Married,65,3
439,Male,Married,28,1
440,Male,Married,67,4
441,Male,Single,30,1
442,Male,Single,0,4
443,Female,Single,50,2
444,Male,Single,29,1
445,Male,Single,39,3
446,Female,Married,47,2
447,Male,Single,21,4
448,Female,Single,34,1
449,Male,Married,32,2
450,Female,Single,31,1
451,Male,Married,29,1
452,Female,Single,32,3
453,Male,Married,43,2
454,Male,Single,60,4
455,Male,Married,35,1
456,Male,Married,30,1
457,Male,Married,42,4
458,Male,Married,38,1
459,Male,Married,46,2
460,Male,Married,28,4
461,Female,Married,73,2
462,Female,Married,25,4
463,Male,Married,39,1
464,Male,Single,47,3
465,Male,Single,25,1
466,Female,Single,29,4
467,Male,Single,37,2
468,Male,Married,52,3
469,Male,Married,26,2
470,Male,Married,64,4
471,Male,Single,28,3
472,Male,Married,50,4
473,Male,Married,52,1
474,Male,Single,30,3
475,Male,Married,41,3
476,Male,Married,51,4
477,Male,Single,22,3
478,Male,Married,37,3
479,Male,Married,57,3
480,Male,Married,33,3
481,Male,Married,55,1
482,Female,Married,51,1
483,Male,Married,27,1
484,Male,Single,27,3
485,Male,Married,30,1
486,Male,Married,37,4
487,Male,Married,53,3
488,Male,Single,23,2
489,Male,Single,0,4
490,Male,Married,45,4
491,Male,Single,24,4
492,Male,Single,28,3
493,Male,Married,55,2
494,Male,Single,0,4
495,Male,Married,32,4
496,Male,Single,21,3
497,Male,Married,46,4
498,Male,Married,49,4
499,Male,Married,45,3
500,Male,Married,45,1
501,Male,Married,48,1
502,Male,Married,43,3
503,Male,Single,35,4
504,Male,Married,74,1
505,Male,Married,32,2
506,Male,Single,24,2
507,Male,Single,30,1
508,Male,Married,42,2
509,Male,Single,36,4
510,Male,Married,39,3
511,Male,Single,22,2
512,Female,Married,46,1
513,Male,Married,30,3
514,Male,Married,58,4
515,Male,Married,46,1
516,Male,Married,71,4
517,Male,Single,42,1
518,Male,Married,52,4
519,Male,Married,53,3
520,Male,Married,58,4
521,Male,Married,33,1
522,Male,Single,0,2
523,Male,Married,37,2
524,Male,Married,53,3
525,Female,Married,41,2
526,Male,Married,51,2
527,Male,Married,41,1
528,Male,Married,34,1
529,Male,Married,39,4
530,Male,Married,49,4
531,Male,Single,30,4
532,Male,Married,61,1
533,Male,Married,51,4
534,Male,Married,33,3
535,Male,Married,80,2
536,Male,Married,61,4
537,Male,Married,33,1
538,Male,Single,31,4
539,Male,Married,37,2
540,Male,Married,57,3
541,Female,Single,32,2
542,Male,Married,55,3
543,Male,Single,0,4
544,Male,Married,38,4
545,Male,Married,49,3
546,Male,Married,50,2
547,Male,Married,48,1
548,Male,Married,26,1
549,Male,Married,46,1
550,Male,Single,0,2
551,Male,Married,64,4
552,Male,Married,72,2
553,Male,Married,51,2
554,Male,Single,64,3
555,Male,Married,47,3
556,Male,Married,26,2
557,Male,Married,29,3
558,Male,Married,31,1
559,Female,Married,38,3
560,Male,Married,42,2
561,Female,Married,38,4
562,Male,Single,28,2
563,Male,Married,37,4
564,Male,Married,29,4
565,Male,Married,51,1
566,Female,Widow,56,1
567,Male,Married,27,2
568,Male,Married,80,2
569,Female,Single,33,2
570,Male,Married,50,3
571,Female,Married,45,4
572,Male,Married,26,3
573,Male,Married,33,4
574,Male,Married,64,2
575,Male,Married,27,3
576,Male,Single,33,3
577,Male,Single,23,3
578,Male,Married,36,2
579,Male,Married,52,3
580,Male,Married,44,4
581,Male,Married,65,3
582,Male,Married,45,1
583,Male,Married,40,2
584,Male,Single,29,1
585,Male,Single,24,2
586,Female,Married,50,3
587,Male,Married,38,4
588,Male,Married,51,1
589,Male,Single,35,2
590,Male,Married,41,2
591,Male,Married,28,4
592,Male,Single,27,3
593,Male,Single,26,1
594,Male,Married,44,1
595,Female,Married,26,3
596,Male,Married,34,1
597,Male,Married,30,4
598,Male,Married,33,1
599,Male,Married,26,4
600,Female,Married,36,3
601,Male,Married,26,3
602,Male,Single,30,1
603,Male,Married,46,2
604,Male,Married,32,4
605,Male,Single,28,2
606,Male,Married,64,2
607,Male,Single,22,1
608,Male,Single,35,4
609,Male,Married,33,1
610,Male,Married,48,2
611,Male,Single,30,4
612,Male,Single,29,2
613,Male,Married,30,1
614,Male,Single,0,4
615,Male,Married,34,4
616,Male,Married,41,2
617,Male,Married,27,1
618,Male,Single,28,3
619,Female,Married,45,4
620,Male,Married,60,4
621,Male,Married,52,4
622,Female,Married,47,2
623,Male,Married,44,4
624,Male,Married,31,3
625,Male,Married,52,4
626,Male,Married,42,2
627,Male,Married,33,3
628,Male,Married,33,1
629,Male,Married,55,3
630,Male,Married,33,2
631,Male,Married,35,2
632,Female,Married,45,4
633,Male,Married,59,1
634,Male,Single,29,1
635,Male,Single,46,3
636,Male,Married,39,3
637,Male,Single,35,4
638,Male,Single,24,3
639,Female,Married,40,3
640,Male,Married,45,2
641,Male,Married,76,4
642,Male,Married,49,2
643,Male,Married,31,3
644,Male,Single,32,4
645,Female,Married,44,3
646,Male,Married,65,2
647,Male,Married,30,2
648,Male,Single,34,3
649,Male,Married,55,2
650,Male,Married,42,1
651,Male,Married,28,3
652,Male,Married,38,2
653,Male,Married,26,3
654,Male,Married,43,2
655,Male,Married,38,1
656,Male,Married,22,2
657,Male,Married,46,3
658,Male,Married,43,2
659,Male,Married,39,4
660,Male,Married,37,4
661,Male,Single,0,3
662,Male,Married,71,3
663,Female,Single,27,1
664,Male,Married,35,4
665,Female,Married,47,1
666,Male,Married,34,3
667,Male,Married,78,3
668,Male,Married,60,3
669,Female,Single,32,2
670,Male,Married,57,2
671,Male,Married,41,3
672,Male,Married,34,3
673,Male,Single,31,4
674,Male,Married,47,1
675,Male,Married,49,1
676,Male,Single,35,4
677,Male,Married,28,2
678,Male,Married,60,3
679,Male,Married,39,2
680,Male,Married,56,1
681,Male,Married,62,4
682,Male,Single,0,2
683,Male,Married,25,3
684,Male,Married,52,1
685,Male,Married,76,3
686,Male,Married,77,4
687,Male,Married,55,4
688,Male,Married,31,1
689,Female,Single,34,1
690,Male,Married,47,3
691,Male,Married,48,3
692,Male,Married,45,1
693,Female,Single,26,1
694,Male,Married,64,1
695,Male,Married,37,2
696,Male,Married,28,3
697,Male,Married,50,4
698,Female,Married,48,4
699,Female,Married,42,4
700,Female,Single,33,3
701,Male,Single,33,1
702,Female,Married,42,2
703,Male,Married,35,4
704,Male,Married,44,3
705,Male,Single,34,4
706,Male,Single,47,2
707,Male,Married,29,1
708,Female,Married,50,1
709,Male,Married,31,4
710,Male,Married,49,3
711,Male,Married,36,4
712,Male,Married,51,4
713,Male,Married,40,4
714,Female,Married,35,4
715,Male,Married,36,1
716,Male,Married,38,3
717,Female,Married,37,4
718,Male,Single,30,3
719,Male,Married,45,3
720,Female,Married,29,2
721,Male,Married,54,2
722,Male,Single,28,1
723,Male,Single,28,2
724,Male,Single,34,3
725,Female,Single,29,1
726,Male,Single,18,1
727,Male,Married,42,1
728,Male,Married,38,2
729,Male,Married,44,2
730,Male,Married,37,2
731,Male,Married,36,2
732,Male,Married,45,2
733,Male,Married,39,4
734,Male,Married,55,1
735,Female,Single,35,4
736,Male,Married,33,3
737,Male,Single,28,2
738,Male,Married,42,4
739,Male,Married,42,2
740,Male,Married,38,1
741,Male,Single,28,2
742,Male,Married,47,1
743,Male,Married,44,3
744,Male,Married,62,1
745,Male,Married,57,1
746,Female,Married,45,2
747,Male,Single,32,2
748,Male,Married,49,3
749,Male,Married,35,4
750,Male,Married,26,2
751,Female,Single,36,2
752,Male,Single,16,3
753,Male,Single,31,4
754,Male,Married,30,4
755,Female,Single,30,4
756,Male,Single,42,3
757,Male,Single,78,2
758,Male,Single,33,2
759,Male,Single,40,1
760,Female,Single,36,4
761,Male,Single,43,4
762,Male,Married,36,1
763,Male,Single,41,2
764,Male,Married,36,2
765,Female,Married,41,4
766,Male,Married,27,2
767,Male,Married,32,2
768,Male,Married,53,4
769,Male,Single,0,4
770,Male,Married,39,1
771,Male,Married,40,1
772,Male,Married,48,2
773,Male,Married,43,1
774,Male,Married,61,4
775,Male,Married,29,2
776,Male,Married,51,4
777,Male,Married,60,2
778,Male,Single,0,3
779,Female,Single,27,4
780,Male,Married,32,4
781,Female,Married,27,3
782,Male,Married,43,1
783,Female,Married,35,3
784,Male,Married,45,2
785,Female,Married,34,3
786,Male,Married,54,2
787,Male,Married,24,2
788,Female,Single,18,2
789,Male,Married,49,3
790,Male,Married,39,2
791,Male,Single,36,3
792,Male,Married,46,3
793,Male,Married,37,4
794,Male,Married,32,3
795,Female,Married,27,4
796,Male,Married,30,3
797,Male,Married,32,4
798,Male,Single,28,3
799,Female,Single,27,2
800,Male,Married,43,4
801,Male,Married,65,2
802,Male,Married,43,4
803,Male,Married,44,4
804,Male,Married,32,1
805,Male,Married,32,4
806,Male,Single,34,4
807,Male,Married,29,1
808,Male,Married,54,4
809,Male,Married,54,4
810,Male,Married,37,4
811,Male,Married,31,1
812,Male,Single,27,2
813,Male,Married,60,3
814,Male,Married,43,1
815,Male,Married,55,2
816,Female,Single,33,1
817,Male,Single,24,1
818,Male,Single,40,1
819,Male,Married,44,2
820,Male,Married,45,1
821,Male,Married,53,3
822,Male,Married,44,4
823,Male,Married,35,3
824,Male,Single,33,4
825,Male,Married,48,2
826,Female,Married,52,4
827,Male,Single,22,4
828,Male,Married,27,1
829,Male,Married,40,2
830,Male,Married,50,4
831,Male,Married,39,3
832,Male,Married,49,3
833,Male,Single,27,4
834,Male,Married,57,2
835,Female,Single,21,4
836,Male,Married,27,3
837,Female,Married,30,4
838,Female,Single,29,2
839,Male,Married,43,4
840,Male,Married,47,4
841,Male,Married,43,2
842,Male,Married,54,3
843,Male,Married,42,3
844,Male,Married,33,4
845,Male,Single,0,3
846,Male,Married,32,4
847,Male,Married,43,2
848,Male,Married,48,2
849,Male,Married,65,3
850,Male,Widow,63,2
851,Male,Married,31,4
852,Male,Single,35,2
853,Male,Married,54,4
854,Male,Married,34,1
855,Male,Married,49,4
856,Male,Married,44,1
857,Female,Married,28,4
858,Male,Married,62,4
859,Male,Single,49,1
860,Male,Single,31,1
861,Male,Married,47,4
862,Male,Married,40,3
863,Male,Married,34,2
864,Female,Married,38,1
865,Male,Single,31,2
866,Female,Married,33,2
867,Male,Single,30,3
868,Male,Married,58,2
869,Male,Married,26,2
870,Female,Single,34,2
871,Male,Married,44,4
872,Male,Married,41,4
873,Male,Married,64,1
874,Male,Married,45,4
875,Male,Single,31,4
876,Male,Married,45,2
877,Male,Married,47,3
878,Male,Single,27,1
879,Female,Single,31,3
880,Female,Married,50,3
881,Male,Married,32,2
882,Female,Single,38,4
883,Male,Married,41,4
884,Female,Single,26,1
885,Male,Married,33,2
886,Female,Single,31,3
887,Female,Married,41,2
888,Male,Married,36,3
889,Male,Married,39,3
890,Male,Married,53,4
891,Male,Married,48,4
892,Male,Married,31,2
893,Female,Married,51,2
894,Female,Married,45,2
895,Male,Married,24,1
896,Male,Married,29,2
897,Male,Single,31,3
898,Male,Single,30,1
899,Male,Married,50,1
900,Female,Married,26,1
901,Male,Single,26,1
902,Male,Married,49,2
903,Female,Married,41,3
904,Male,Single,30,3
905,Male,Single,34,1
906,Male,Married,61,1
907,Male,Single,28,2
908,Male,Married,44,2
909,Male,Married,43,1
910,Male,Married,41,1
911,Male,Married,57,2
912,Female,Married,37,1
913,Female,Divorced,41,2
914,Male,Single,31,3
915,Male,Married,44,2
916,Female,Single,26,3
917,Male,Married,43,1
918,Male,Single,0,1
919,Male,Married,62,3
920,Male,Married,41,1
921,Male,Married,60,2
922,Male,Married,33,3
923,Male,Married,23,4
924,Female,Married,45,4
925,Male,Married,54,4
926,Male,Married,47,2
927,Female,Married,30,1
928,Male,Married,58,2
929,Male,Married,26,1
930,Male,Married,32,3
931,Male,Married,44,2
932,Male,Married,64,4
933,Male,Married,36,1
934,Male,Married,64,2
935,Female,Married,38,3
936,Male,Married,34,4
937,Male,Married,35,4
938,Male,Single,28,4
939,Female,Married,39,3
940,Male,Married,41,4
941,Female,Married,30,2
942,Male,Single,19,2
943,Male,Married,34,2
944,Male,Married,59,4
945,Male,Married,50,1
946,Male,Married,46,3
947,Male,Single,18,2
948,Male,Married,64,3
949,Male,Married,46,1
950,Male,Married,27,3
951,Male,Single,42,3
952,Male,Married,43,3
953,Male,Single,24,3
954,Male,Married,59,3
955,Male,Married,43,3
956,Male,Married,46,1
957,Male,Married,40,2
958,Male,Married,49,4
959,Male,Married,31,1
960,Female,Widow,44,1
961,Male,Married,35,3
962,Male,Married,65,4
963,Male,Married,72,2
964,Male,Single,18,3
965,Male,Married,38,1
966,Male,Married,60,1
967,Male,Married,56,2
968,Female,Married,76,3
969,Male,Married,51,4
970,Male,Married,57,2
971,Female,Single,33,1
972,Male,Married,65,3
973,Male,Single,30,4
974,Male,Married,43,1
975,Male,Married,49,3
976,Male,Married,31,1
977,Male,Married,41,1
978,Male,Married,53,1
979,Male,Single,43,1
980,Male,Married,39,4
981,Female,Married,63,4
982,Male,Married,44,1
983,Male,Married,38,3
984,Male,Married,49,3
985,Male,Single,29,4
986,Male,Single,26,2
987,Male,Married,40,1
988,Female,Single,33,1
989,Male,Married,63,2
990,Male,Married,39,1
991,Male,Married,43,3
992,Male,Married,47,3
993,Male,Single,30,3
994,Male,Single,0,4
995,Male,Married,40,1
996,Male,Single,58,2
997,Male,Single,25,4
998,Male,Single,35,3
999,Male,Married,31,2
1000,Male,Single,38,1
1001,Female,Married,37,4
1002,Female,Single,40,3
1003,Male,Married,79,4
1004,Male,Married,34,4
1005,Male,Single,23,4
1006,Male,Married,45,2
1007,Male,Married,42,2
1008,Male,Single,40,3
1009,Male,Married,50,1
1010,Male,Married,70,4
1011,Female,Married,43,4
1012,Male,Married,42,2
1013,Male,Married,54,3
1014,Male,Married,51,3
1015,Male,Married,56,3
1016,Male,Married,37,4
1017,Male,Married,51,2
1018,Male,Married,40,1
1019,Male,Married,35,4
1020,Male,Single,32,1
1021,Male,Married,43,4
1022,Male,Married,72,1
1023,Male,Married,39,2
1024,Male,Married,31,1
1025,Male,Married,41,1
1026,Male,Married,36,2
1027,Male,Single,19,1
1028,Male,Married,36,1
1029,Female,Married,39,3
1030,Male,Married,50,4
1031,Male,Single,63,1
1032,Male,Married,32,4
1033,Female,Married,26,3
1034,Male,Married,59,4
1035,Male,Single,27,1
1036,Male,Single,64,2
1037,Male,Married,48,1
1038,Male,Married,49,4
1039,Male,Single,0,1
1040,Female,Single,33,3
1041,Female,Single,43,1
1042,Male,Single,34,2
1043,Male,Married,35,4
1044,Male,Single,0,3
1045,Female,Single,26,1
1046,Male,Single,35,2
1047,Female,Married,37,2
1048,Male,Married,55,1
1049,Male,Married,48,3
1050,Male,Married,52,3
1051,Male,Single,31,4
1052,Male,Married,45,2
1053,Male,Single,31,3
1054,Male,Single,17,3
1055,Male,Single,35,3
1056,Male,Married,28,3
1057,Female,Single,28,1
1058,Male,Single,22,4
1059,Male,Married,50,3
1060,Male,Married,52,2
1061,Female,Married,35,1
1062,Male,Single,40,4
1063,Male,Married,43,3
1064,Male,Married,50,3
1065,Male,Married,49,2
1066,Male,Single,44,4
1067,Male,Married,41,2
1068,Male,Married,39,3
1069,Male,Married,36,2
1070,Male,Married,28,1
1071,Male,Single,0,3
1072,Male,Single,0,3
1073,Male,Single,0,1
1074,Male,Married,48,4
1075,Male,Married,51,2
1076,Male,Married,65,4
1077,Female,Married,65,3
1078,Female,Married,45,2
1079,Male,Married,32,2
1080,Male,Married,31,2
1081,Male,Married,38,4
1082,Male,Single,30,1
1083,Male,Married,29,2
1084,Male,Married,42,1
1085,Male,Married,40,3
1086,Male,Single,25,4
1087,Male,Married,31,3
1088,Male,Single,26,3
1089,Male,Married,29,1
1090,Male,Married,37,4
1091,Male,Single,44,1
1092,Male,Married,43,1
1093,Male,Single,33,2
1094,Male,Married,38,1
1095,Male,Married,26,2
1096,Female,Single,28,3
1097,Male,Married,54,2
1098,Male,Single,32,4
1099,Male,Single,28,4
1100,Male,Single,43,1
1101,Male,Married,43,1
1102,Male,Married,60,3
1103,Male,Single,45,3
1104,Male,Married,37,3
1105,Male,Married,42,3
1106,Male,Married,47,3
1107,Female,Married,36,4
1108,Female,Single,27,4
1109,Male,Married,53,4
1110,Female,Single,45,1
1111,Male,Married,26,4
1112,Male,Married,57,4
1113,Male,Married,55,3
1114,Male,Single,44,4
1115,Male,Married,40,1
1116,Male,Married,34,4
1117,Female,Married,26,1
1118,Male,Married,65,3
1119,Male,Married,45,4
1120,Male,Single,54,3
1121,Male,Single,30,1
1122,Male,Single,30,4
1123,Male,Married,46,2
1124,Male,Married,36,4
1125,Male,Married,27,2
1126,Male,Married,40,3
1127,Male,Single,22,1
1128,Male,Married,37,1
1129,Male,Married,51,1
1130,Female,Married,49,3
1131,Male,Married,59,2
1132,Female,Married,43,3
1133,Male,Married,63,1
1134,Female,Single,34,4
1135,Male,Married,29,1
1136,Male,Married,34,2
1137,Male,Single,32,3
1138,Female,Married,55,3
1139,Male,Married,27,1
1140,Male,Married,47,2
1141,Male,Single,21,4
1142,Male,Single,39,3
1143,Male,Married,47,1
1144,Female,Single,33,1
1145,Male,Married,34,2
1146,Male,Married,40,2
1147,Male,Married,40,4
1148,Male,Married,42,3
1149,Male,Married,31,1
